Matching.Attribute;Ensembl;Ensembl-mapping-by-Label-as-HGNC;Ensembl-mapping-by-name-as-entrez;cl1.Status;entrez gene/locuslink;biogrid;Label;ncbi_gene_id;name;shared name
[ENSG00000145715];ENSG00000145715;;ENSG00000145715;Outlier;[CM-AVM, PKWS, RASA1, GAP, p120GAP, p120RASGAP, CMAVM, RASGAP, 5921, RASA];[111856];RASA1;5921;ENSP00000274376;"5921;ENSP00000274376"
[ENSG00000152492];ENSG00000152492;;ENSG00000152492;Outlier;[C3orf6, 152137, YMER, DFNA44, CCDC50];[127431];CCDC50;152137;ENSP00000376250;"152137;ENSP00000376250"
[ENSG00000143333];ENSG00000143333;ENSG00000143333;ENSG00000143333;Outlier;[RGS16, RGS-R, 6004, A28-RGS14, A28-RGS14P];[111936];RGS16;6004;ENSP00000356529;"6004;ENSP00000356529"
[ENSG00000196689];ENSG00000196689;;ENSG00000196689;Outlier;[7442, VR1, TRPV1];[113281];TRPV1;7442;ENSP00000382659;"7442;ENSP00000382659"
[ENSG00000107295];ENSG00000107295;;ENSG00000107295;Outlier;[EEN-B1, SH3P4, SH3D2A, 6456, CNSA2, SH3GL2];[112353];SH3GL2;6456;ENSP00000369981;"6456;ENSP00000369981"
[ENSG00000126561];ENSG00000126561;ENSG00000126561;ENSG00000126561;Outlier;[STAT5A, 6776, STAT5, MGF];[112653];STAT5A;6776;6776;"6776;ENSP00000341208"
[ENSG00000163435];ENSG00000163435;ENSG00000163435;ENSG00000163435;Outlier;[ELF3, RP11-510N19.1, ERT, ESE-1, EPR-1, ESX, 1999];[108314];ELF3;1999;1999;"1999;ENSP00000352673"
[ENSG00000167193];ENSG00000167193;;ENSG00000167193;Outlier;[p38, 1398, CRKII, CRK];[107788];CRK;1398;ENSP00000300574;"1398;ENSP00000300574"
[ENSG00000183020];ENSG00000183020;;ENSG00000183020;Outlier;[HIP-9, ADTAB, HYPJ, CLAPA2, HIP9, 161, AP2A2];[106670];HIP-9;161;161;"161;ENSP00000413234"
[ENSG00000051382];ENSG00000051382;;ENSG00000051382;Outlier;[P110BETA, PI3K, PIK3C1, PIK3CB, 5291, PI3KBETA];[111309];P110BETA;5291;5291;"5291;ENSP00000289153"
[ENSG00000174791];ENSG00000174791;ENSG00000174791;ENSG00000174791;Outlier;[9610, RIN1];[114972];RIN1;9610;9610;"9610;ENSP00000310406"
[ENSG00000149177];ENSG00000149177;;ENSG00000149177;Outlier;[R-PTP-ETA, 5795, HPTPeta, SCC1, PTPRJ, CD148, DEP1];[111759];R-PTP-ETA;5795;5795;"5795;ENSP00000400010"
[ENSG00000159733];ENSG00000159733;ENSG00000159733;ENSG00000159733;Outlier;[57732, ZFYVE28, LST2, LYST2];[121752];ZFYVE28;57732;57732;"57732;ENSP00000290974"
[ENSG00000138592];ENSG00000138592;ENSG00000138592;ENSG00000138592;Outlier;[USP8, UBPY, 9101, HumORF8, SPG59];[114555];USP8;9101;9101;"9101;ENSP00000302239"
[ENSG00000028528];ENSG00000028528;ENSG00000028528;ENSG00000028528;Outlier;[SNX1, HsT17379, VPS5, 6642];[112525];SNX1;6642;ENSP00000453785;"6642;ENSP00000453785"
[ENSG00000116285];ENSG00000116285;ENSG00000116285;ENSG00000116285;Outlier;[ERRFI1, RALT, CTA-215D11.2, 54206, MIG-6, GENE-33, MIG6];[119923];ERRFI1;54206;ENSP00000366702;"54206;ENSP00000366702"
[ENSG00000111679];ENSG00000111679;;ENSG00000111679;Outlier;[SHP-1L, SHP1, HCPH, HCP, 5777, PTPN6, PTP-1C, SH-PTP1, SHP-1, HPTP1C];[111742];PTPN6;5777;ENSP00000391592;"5777;ENSP00000391592"
[ENSG00000185359];ENSG00000185359;ENSG00000185359;ENSG00000185359;Outlier;[9146, HGS, HRS];[114593];HGS;9146;9146;"9146;ENSP00000331201"
[ENSG00000221914];ENSG00000221914;;ENSG00000221914;Outlier;[B55A, PR55A, 5520, PPP2R2A, B55ALPHA, PR52A];[111512];PPP2R2A;5520;ENSP00000325074;"5520;ENSP00000325074"
[ENSG00000182533];ENSG00000182533;;ENSG00000182533;Outlier;[VIP21, CAV3, VIP-21, LGMD1C, LQT9, 859];[107307];CAV3;859;ENSP00000341940;"859;ENSP00000341940"
[ENSG00000171150];ENSG00000171150;;ENSG00000171150;Outlier;[CIS6, 9655, CISH6, Cish5, SOCS5, SOCS-5];[115013];SOCS5;9655;ENSP00000305133;"9655;ENSP00000305133"
[ENSG00000142798];ENSG00000142798;;ENSG00000142798;Outlier;[3339, RP11-132G19.2, HSPG, PRCAN, SJS1, PLC, SJA, HSPG2, SJS];[109571];HSPG2;3339;ENSP00000363827;"3339;ENSP00000363827"
[ENSG00000198561];ENSG00000198561;;ENSG00000198561;Outlier;[P120CAS, 1500, CAS, CTNND, CTNND1, P120CTN, p120];[107881];P120CAS;1500;1500;"1500;ENSP00000382004"
[ENSG00000118523];ENSG00000118523;;ENSG00000118523;Outlier;[IGFBP8, NOV2, CCN2, HCS24, 1490, CTGF];[107872];CTGF;1490;ENSP00000356954;"1490;ENSP00000356954"
[ENSG00000158092];ENSG00000158092;;ENSG00000158092;Outlier;[4690, nck-1, NCK, NCKalpha, NCK1];[110770];nck-1;4690;4690;"4690;ENSP00000288986"
[ENSG00000133056];ENSG00000133056;;ENSG00000133056;Outlier;[5287, RP11-739N20.5, C2-PI3K, PIK3C2B];[111305];RP11-739N20.5;5287;5287;"5287;ENSP00000356155"
[ENSG00000092820];ENSG00000092820;;ENSG00000092820;Outlier;[VIL2, 7430, HEL-S-105, CVL, CVIL, EZR];[113271];VIL2;7430;7430;"7430;ENSP00000338934"
[ENSG00000106070];ENSG00000106070;;ENSG00000106070;Outlier;[2887, RSS, GRB-IR, IRBP, MEG1, GRB10, Grb-10];[109144];GRB10;2887;ENSP00000381793;"2887;ENSP00000381793"
[ENSG00000170248];ENSG00000170248;ENSG00000170248;ENSG00000170248;Outlier;[PDCD6IP, ALIX, HP95, AIP1, DRIP4, 10015];[115332];PDCD6IP;10015;ENSP00000411825;"10015;ENSP00000411825"
[ENSG00000137752];ENSG00000137752;;ENSG00000137752;Outlier;[P45, IL1BC, CASP1, 834, ICE];[107284];CASP1;834;ENSP00000410076;"834;ENSP00000410076"
[ENSG00000120899];ENSG00000120899;;ENSG00000120899;Outlier;[FAK2, CADTK, PYK2, PKB, PTK, PTK2B, FADK2, CAKB, 2185, RAFTK];[108480];PTK2B;2185;ENSP00000332816;"2185;ENSP00000332816"
[ENSG00000173757];ENSG00000173757;ENSG00000173757;ENSG00000173757;Outlier;[STAT5B, 6777, STAT5];[112654];STAT5B;6777;6777;"6777;ENSP00000293328"
[ENSG00000196961];ENSG00000196961;;ENSG00000196961;Outlier;[AP2-ALPHA, ADTAA, AP2A1, CLAPA1, 160];[106669];AP2A1;160;ENSP00000351926;"160;ENSP00000351926"
[ENSG00000198793];ENSG00000198793;;ENSG00000198793;Outlier;[FRAP1, RAFT1, 2475, FRAP2, FRAP, RAPT1, MTOR];[108757];MTOR;2475;ENSP00000354558;"2475;ENSP00000354558"
[ENSG00000169047];ENSG00000169047;ENSG00000169047;ENSG00000169047;Outlier;[IRS1, 3667, HIRS-1];[109874];IRS1;3667;3667;"3667;ENSP00000304895"
[ENSG00000170345];ENSG00000170345;;ENSG00000170345;Outlier;[p55, C-FOS, 2353, FOS, AP-1];[108636];FOS;2353;ENSP00000306245;"2353;ENSP00000306245"
[ENSG00000105976];ENSG00000105976;;ENSG00000105976;Outlier;[4233, RCCP2, HGFR, c-Met, MET, AUTS9];[110391];MET;4233;ENSP00000317272;"4233;ENSP00000317272"
[ENSG00000063245];ENSG00000063245;ENSG00000063245;ENSG00000063245;Outlier;[EPN1, 29924];[118965];EPN1;29924;29924;"29924;ENSP00000406209"
[ENSG00000105568];ENSG00000105568;;ENSG00000105568;Outlier;[PP2AAALPHA, PPP2R1A, PP2A-Aalpha, PR65A, 5518];[111510];PPP2R1A;5518;ENSP00000324804;"5518;ENSP00000324804"
[ENSG00000061938];ENSG00000061938;ENSG00000061938;ENSG00000061938;Outlier;[TNK2, ACK1, ACK, 10188, p21cdc42Hs, ACK-1];[115485];TNK2;10188;10188;"10188;ENSP00000371341"
[ENSG00000000938];ENSG00000000938;ENSG00000000938;ENSG00000000938;Outlier;[FGR, p55c-fgr, p58-Fgr, p58c-fgr, 2268, c-src2, SRC2, RP1-159A19.2, c-fgr, p55-Fgr];[108559];FGR;2268;ENSP00000363115;"2268;ENSP00000363115"
[ENSG00000162434];ENSG00000162434;;ENSG00000162434;Outlier;[JTK3, 3716, JAK1B, JAK1A, JAK1];[109919];JTK3;3716;3716;"3716;ENSP00000343204"
[ENSG00000160293];ENSG00000160293;;ENSG00000160293;Outlier;[7410, VAV-2, VAV2];[113253];VAV2;7410;ENSP00000360916;"7410;ENSP00000360916"
[ENSG00000147010];ENSG00000147010;ENSG00000147010;ENSG00000147010;Outlier;[SH3KBP1, 30011, HSB-1, RP11-345L8.1, CIN85, HSB1, MIG18, CD2BP3, GIG10];[119029];SH3KBP1;30011;ENSP00000380921;"30011;ENSP00000380921"
[ENSG00000096384];ENSG00000096384;;ENSG00000096384;Outlier;[D6S182, 3326, HSP90AB1, RP1-302G2.1, HSP90B, HSPC2, HSPCB, HSP84];[109558];D6S182;3326;3326;"3326;ENSP00000325875"
[ENSG00000044115];ENSG00000044115;ENSG00000044115;ENSG00000044115;Outlier;[1495, CTNNA1, CAP102];[107876];CTNNA1;1495;1495;"1495;ENSP00000304669"
[ENSG00000165527];ENSG00000165527;ENSG00000165527;ENSG00000165527;Outlier;[382, ARF6];[106877];ARF6;382;382;"382;ENSP00000298316"
[ENSG00000099942];ENSG00000099942;ENSG00000099942;ENSG00000099942;Outlier;[1399, CRKL];[107789];CRKL;1399;ENSP00000346300;"1399;ENSP00000346300"
[ENSG00000168374];ENSG00000168374;ENSG00000168374;ENSG00000168374;"Cluster;Outlier";[ARF4, ARF2, 378];[106873];ARF4;378;ENSP00000306010;ENSP00000306010
[ENSG00000198712];ENSG00000198712;;ENSG00000198712;Outlier;[COII, COX2, 4513, MTCO2];[110616];COII;4513;4513;"4513;ENSP00000354876"
[ENSG00000085832];ENSG00000085832;;ENSG00000085832;Outlier;[AF-1P, AF1P, EPS15, MLLT5, 2060];[108374];AF-1P;2060;2060;"2060;ENSP00000360798"
[ENSG00000129515];ENSG00000129515;;ENSG00000129515;Outlier;[58533, MSTP010, TFAF2, SNX6];[121852];SNX6;58533;ENSP00000355217;"58533;ENSP00000355217"
[ENSG00000176105];ENSG00000176105;;ENSG00000176105;"Cluster;Outlier";[HsT441, YES1, c-yes, P61-YES, Yes, 7525];[113357];HsT441;7525;7525;7525
[ENSG00000253729];ENSG00000253729;;ENSG00000253729;"Cluster;Outlier";[5591, DNAPK, HYRC, DNA-PKcs, XRCC7, PRKDC, IMD26, p350, DNPK1, HYRC1];[111577];DNAPK;5591;5591;5591
[ENSG00000254087];ENSG00000254087;ENSG00000254087;ENSG00000254087;Outlier;[LYN, p53Lyn, p56Lyn, 4067, JTK8];[110245];LYN;4067;ENSP00000428924;"4067;ENSP00000428924"
[ENSG00000151491];ENSG00000151491;ENSG00000151491;ENSG00000151491;Outlier;[EPS8, 2059, DFNB102];[108373];EPS8;2059;ENSP00000281172;"2059;ENSP00000281172"
[ENSG00000154127];ENSG00000154127;;ENSG00000154127;Outlier;[TULA-2, UBASH3B, STS1, p70, TULA2, 84959, STS-1];[124390];UBASH3B;84959;ENSP00000284273;"84959;ENSP00000284273"
[ENSG00000101336];ENSG00000101336;ENSG00000101336;ENSG00000101336;Outlier;[HCK, RP5-836N17.3, p59Hck, 3055, JTK9, p61Hck];[109305];HCK;3055;3055;"3055;ENSP00000365012"
[ENSG00000102606];ENSG00000102606;;ENSG00000102606;Outlier;[PIXB, 8874, P50, P85, RP11-494P5.1, Nbla10314, P50BP, P85COOL1, P85SPR, ARHGEF7, PAK3, COOL1, BETA-PIX, COOL-1];[114393];ARHGEF7;8874;ENSP00000364893;"8874;ENSP00000364893"
[ENSG00000161203];ENSG00000161203;;ENSG00000161203;Outlier;[AP50, 1173, mu2, AP2M1, CLAPM1];[107587];AP50;1173;1173;"1173;ENSP00000292807"
[ENSG00000102755];ENSG00000102755;ENSG00000102755;ENSG00000102755;"Cluster;Overlap";[FLT1, VEGFR1, 2321, VEGFR-1, FLT-1, FLT];[108609];FLT1;2321;2321;2321
[ENSG00000142192];ENSG00000142192;ENSG00000142192;ENSG00000142192;"Cluster;Outlier";[APP, AAA, ABETA, CTFgamma, PN-II, PN2, APPI, CVAP, AD1, 351, ABPP];[106848];APP;351;351;351
[ENSG00000146072];ENSG00000146072;;ENSG00000146072;"Cluster;Outlier";[UNQ437/PRO868, 27242, BM-018, DR6, CD358, TNFRSF21];[118090];TNFRSF21;27242;ENSP00000296861;ENSP00000296861
[ENSG00000154734];ENSG00000154734;ENSG00000154734;ENSG00000154734;Outlier;[9510, ADAMTS1, C3-C5, METH1];[114888];ADAMTS1;9510;9510;"9510;ENSP00000284984"
[ENSG00000159388];ENSG00000159388;;ENSG00000159388;"Cluster;Outlier";[PC3, BTG2, 7832, TIS21];[113593];PC3;7832;7832;7832
[ENSG00000156650];ENSG00000156650;;ENSG00000156650;"Cluster;Outlier";[MYST4, MORF, KAT6B, ZC2HC6B, querkopf, 23522, GTPTS, qkf, MOZ2];[117069];MYST4;23522;23522;23522
[ENSG00000144554];ENSG00000144554;ENSG00000144554;ENSG00000144554;"Cluster;Outlier";[FANCD2, 2177, FA-D2, FA4, FAD, FAD2, FACD, FANCD];[108474];FANCD2;2177;2177;2177
[ENSG00000170689];ENSG00000170689;;ENSG00000170689;"Cluster;Outlier";[3219, HOX2, HOX-2.5, HOXB9, HOX2E];[109459];HOX2;3219;3219;3219
[ENSG00000163453];ENSG00000163453;;ENSG00000163453;Outlier;[IBP-7, PSF, IGFBPRP1, AGM, IGFBP-7, TAF, MAC25, IGFBP7, RAMSVPS, FSTL2, IGFBP-7v, 3490];[109711];IGFBP7;3490;ENSP00000295666;"3490;ENSP00000295666"
[ENSG00000102871];ENSG00000102871;;ENSG00000102871;"Cluster;Outlier";[Hs.89862, TRADD, 8717];[114257];Hs.89862;8717;8717;8717
[ENSG00000167548];ENSG00000167548;;ENSG00000167548;"Cluster;Outlier";[KMS, KMT2D, AAD10, KABUK1, MLL2, TNRC21, MLL4, ALR, CAGL114, 8085];[113758];KMT2D;8085;ENSP00000301067;ENSP00000301067
[ENSG00000163599];ENSG00000163599;;ENSG00000163599;Outlier;[ALPS5, CD, CD152, CELIAC3, IDDM12, GSE, CTLA4, 1493, CTLA-4, GRD4];[107875];CTLA4;1493;ENSP00000303939;"1493;ENSP00000303939"
[ENSG00000006016];ENSG00000006016;;ENSG00000006016;"Cluster;Outlier";[UNQ288/PRO327, CLF-1, 9244, NR6, CISS, CISS1, zcytor5, CLF, CRLF1];[114670];CRLF1;9244;ENSP00000376188;ENSP00000376188
[ENSG00000116288];ENSG00000116288;;ENSG00000116288;"Cluster;Outlier";[CTA-215D11.1, DJ-1, DJ1, PARK7, HEL-S-67p, 11315];[116446];CTA-215D11.1;11315;11315;11315
[ENSG00000113575];ENSG00000113575;ENSG00000113575;ENSG00000113575;Outlier;[PPP2CA, RP-C, PP2Ac, PP2Calpha, 5515, PP2CA];[111507];PPP2CA;5515;ENSP00000418447;"5515;ENSP00000418447"
[ENSG00000156983];ENSG00000156983;ENSG00000156983;ENSG00000156983;"Cluster;Outlier";[BRPF1, 7862, BR140];[113614];BRPF1;7862;7862;7862
[ENSG00000163875];ENSG00000163875;ENSG00000163875;ENSG00000163875;"Cluster;Outlier";[MEAF6, RP3-423B22.2, NY-SAR-91, EAF6, 64769, C1orf149, CENP-28];[122280];MEAF6;64769;64769;64769
[ENSG00000096070];ENSG00000096070;;ENSG00000096070;"Cluster;Outlier";[RP3-524E15.1, 27154, BRPF3];[118036];RP3-524E15.1;27154;27154;27154
[ENSG00000175899];ENSG00000175899;;ENSG00000175899;Outlier;[CPAMD5, 2, A2MD, FWP007, A2M, S863-7];[106524];CPAMD5;2;2;"2;ENSP00000323929"
[ENSG00000184937];ENSG00000184937;;ENSG00000184937;"Cluster;Outlier";[EWS-WT1, WT1, WT33, GUD, NPHS4, WIT-2, 7490, AWT1, WAGR];[113327];WT1;7490;ENSP00000331327;ENSP00000331327
[ENSG00000186265];ENSG00000186265;;ENSG00000186265;Outlier;[BTLA1, CD272, 151888, BTLA];[127411];BTLA;151888;ENSP00000333919;"151888;ENSP00000333919"
[ENSG00000129691];ENSG00000129691;;ENSG00000129691;"Cluster;Outlier";[ASH2, Bre2, 9070, ASH2L, ASH2L2, ASH2L1];[114528];ASH2L;9070;ENSP00000340896;ENSP00000340896
[ENSG00000164985];ENSG00000164985;;ENSG00000164985;"Cluster;Outlier";[DFS70, LEDGF, PSIP2, PSIP1, 11168, p52, PAIP, p75];[116339];PSIP1;11168;ENSP00000370109;ENSP00000370109
[ENSG00000118058];ENSG00000118058;;ENSG00000118058;"Cluster;Outlier";[MLL1, hCG_1732268, HTRX1, TET1-MLL, 4297, KMT2A, MLL, CXXC7, HRX, WDSTS, TRX1, ALL-1, MLL/GAS7, MLL1A];[110443];KMT2A;4297;ENSP00000436786;ENSP00000436786
[ENSG00000196363];ENSG00000196363;;ENSG00000196363;"Cluster;Outlier";[11091, BIG-3, SWD3, WDR5, CFAP89];[116272];WDR5;11091;ENSP00000351446;ENSP00000351446
[ENSG00000154640];ENSG00000154640;ENSG00000154640;ENSG00000154640;Outlier;[BTG3, TOFA, TOB55, ANA, TOB5, 10950];[116150];BTG3;10950;10950;"10950;ENSP00000344609"
[ENSG00000119383];ENSG00000119383;ENSG00000119383;ENSG00000119383;"Cluster;Outlier";[PTPA, PPP2R4, PR53, 5524, PP2A, RP11-247A12.4];[111516];PTPA;5524;ENSP00000351885;ENSP00000351885
[ENSG00000112679];ENSG00000112679;ENSG00000112679;ENSG00000112679;"Outlier;Overlap";[56940, DUSP22, RP11-328C17.1, LMW-DSP2, JKAP, JSP-1, MKPX, VHX, JSP1, MKP-x, LMWDSP2];[121264];DUSP22;56940;56940;56940
[ENSG00000107643];ENSG00000107643;;ENSG00000107643;Outlier;[SAPK1c, MAPK8, JNK21B1/2, JNK, 5599, JNK1, SAPK1, PRKM8, JNK-46, JNK1A2];[111585];SAPK1c;5599;5599;"5599;ENSP00000353483"
[ENSG00000056558];ENSG00000056558;;ENSG00000056558;Outlier;[EBI6, TRAF1, MGC:10353, 7185];[113037];EBI6;7185;7185;"7185;ENSP00000362994"
[ENSG00000125735];ENSG00000125735;ENSG00000125735;ENSG00000125735;Outlier;[8740, TNFSF14, TR2, LIGHT, HVEML, CD258, UNQ391/PRO726, LTg];[114277];TNFSF14;8740;8740;"8740;ENSP00000469049"
[ENSG00000131323];ENSG00000131323;ENSG00000131236;ENSG00000131323;Outlier;[7187, CAP1, CD40bp, TRAF3, LAP1, IIAE5, CAP-1, CRAF1];[113039];TRAF3;7187;ENSP00000376500;"7187;ENSP00000376500"
[ENSG00000143320];ENSG00000143320;;ENSG00000143320;Outlier;[RBP6, CRABP-II, CRABP2, RP11-66D17.4, 1382];[107773];CRABP2;1382;ENSP00000357204;"1382;ENSP00000357204"
[ENSG00000248333];ENSG00000248333;;ENSG00000248333;"Cluster;Outlier";[CDK11-p58, p58CLK-1, CDC2L1, PITSLREA, CDK11B, p58, 984, CLK-1, p58CDC2L1, CDK11-p110, CDK11, PK58, CDK11-p46];[107421];CDK11B;984;ENSP00000464036;ENSP00000464036
[ENSG00000140396];ENSG00000140396;ENSG00000140396;ENSG00000140396;Outlier;[NCOA2, GRIP1, NCoA-2, bHLHe75, KAT13C, TIF2, SRC2, 10499];[115761];NCOA2;10499;ENSP00000399968;"10499;ENSP00000399968"
[ENSG00000111424];ENSG00000111424;;ENSG00000111424;Outlier;[PPP1R163, NR1I1, 7421, VDR];[113264];VDR;7421;ENSP00000447173;"7421;ENSP00000447173"
